% TA Images.dat
% You should only edit the thresholds in
% this file.
%----------------------------------------------------------
large_a.jpg 24 0.151961 0.235043 0.188312 0.818182 0.305882 0.843137
large_b.jpg 0 0.141667 0.222222 0.236364 0.784810 0.301961 0.819608
large_c.jpg 0 0.153509 0.223214 0.263804 0.733333 0.352941 0.780392
large_d.jpg 96 0.155303 0.215812 0.353846 0.688889 0.337255 0.698039
large_e.jpg 0 0.150794 0.207547 0.287770 0.609524 0.368627 0.619608
small_a.jpg 24 0.129167 0.223958 0.301205 0.890110 0.337255 0.901961
small_b.jpg 0 0.146341 0.212121 0.245098 0.977273 0.337255 0.905882
small_c.jpg 0 0.137821 0.234127 0.218310 0.867925 0.388235 0.921569
small_d.jpg 72 0.150407 0.205128 0.242038 0.81250 0.368627 0.819608
small_e.jpg 0 0.155303 0.193694 0.263636 0.881579 0.282353 0.733333
