% TA Images.dat
% You should only edit the thresholds in
% this file.
%----------------------------------------------------------
rotated_large_a.jpg 24 0.155303 0.234127 0.221239 0.70 0.419608 0.866667
rotated_large_b.jpg 0 0.147287 0.218905 0.240838 0.9444 0.274510 0.862745
rotated_large_c.jpg 0 0.151961 0.382353 0.278107 0.7561 0.317647 0.780392
rotated_large_d.jpg 96 0.157738 0.211382 0.27778 0.759494 0.27451 0.717647
rotated_large_e.jpg 0 0.147849 0.269231 0.258929 0.716981 0.301961 0.64706
rotated_small_a.jpg 24 0.140212 0.218391 0.31088 0.935065 0.30196 0.917647
rotated_small_b.jpg 0 0.142512 0.199405 0.296875 1.00 0.282353 0.937255
rotated_small_c.jpg 0 0.150407 0.21333 0.282486 1.00 0.231373 0.972549
rotated_small_d.jpg 72 0.14881 0.20833 0.273224 1.00 0.227451 0.839216
rotated_small_e.jpg 0 0.148148 0.275 0.277778 0.970588 0.247059 0.737255

